piso_llamada,direccion_llamada,piso_actual_asc_1,piso_actual_asc_2,direccion_actual_asc_1,direccion_actual_asc_2,destinos_pendientes_asc_1,destinos_pendientes_asc_2,personas_dentro_asc_1,personas_dentro_asc_2,tiempo_traslado_asc_1,tiempo_traslado_asc_2,ascensor_sel,cant_pisos
5,1,4,4,0,-1,0,1,0,1,3,105,1,10
0,1,6,1,-1,0,2,0,1,0,72,3,2,10
3,1,5,8,-1,1,3,1,1,1,62,67,1,10
6,-1,9,6,1,1,0,2,0,1,109,54,2,10
5,-1,9,9,0,-1,0,1,0,1,12,14,1,10
6,-1,3,9,1,0,4,0,1,0,67,9,2,10
8,1,5,7,0,0,0,0,0,0,9,3,2,10
4,-1,4,8,0,0,0,0,0,0,0,12,1,10
5,1,2,2,0,0,0,0,0,0,9,9,1,10
5,-1,5,6,1,1,1,3,1,1,52,109,1,10
3,1,1,6,0,0,0,0,0,0,6,9,1,10
9,1,8,7,-1,-1,5,3,1,1,113,112,2,10
2,-1,5,2,0,-1,0,1,0,1,9,2,2,10
9,-1,6,8,1,1,2,1,1,1,63,55,2,10
5,1,4,5,0,0,0,0,0,0,3,0,2,10
4,1,6,7,-1,0,2,0,1,0,60,9,2,10
2,1,7,9,1,-1,1,6,1,1,67,83,1,10
2,-1,6,9,1,1,3,0,1,0,118,121,1,10
9,1,1,9,1,-1,3,9,1,1,30,68,1,10
4,1,3,1,0,1,0,3,0,1,3,15,1,10
3,1,6,3,0,0,0,0,0,0,9,0,2,10
7,1,8,9,-1,-1,1,3,1,1,55,62,1,10
8,1,7,2,0,0,0,0,0,0,3,18,1,10
4,-1,4,6,-1,0,2,0,1,0,4,6,1,10
9,1,7,8,0,1,0,1,0,1,6,5,2,10
3,-1,6,4,-1,0,3,0,1,0,15,3,2,10
3,-1,7,3,0,0,0,0,0,0,12,0,2,10
9,1,4,4,0,1,0,4,0,1,15,23,1,10
6,1,3,1,-1,0,2,0,1,0,113,15,2,10
6,-1,1,5,1,1,5,1,1,1,75,55,2,10
9,1,2,3,1,0,6,0,1,0,33,18,2,10
8,1,3,6,-1,1,1,2,1,1,117,10,2,10
0,-1,1,7,1,1,2,2,1,1,107,125,1,10
2,1,3,1,-1,-1,2,1,1,1,57,105,1,10
5,-1,7,2,0,-1,0,2,0,1,6,63,1,10
4,1,7,8,-1,0,4,0,1,0,67,12,2,10
3,-1,8,2,0,1,0,6,0,1,15,65,1,10
0,-1,6,5,0,0,0,0,0,0,18,15,2,10
7,1,2,1,1,-1,7,1,1,1,29,120,1,10
4,-1,6,6,1,-1,2,4,1,1,110,14,2,10
6,-1,6,3,1,-1,3,1,1,1,56,61,1,10
0,-1,8,3,1,0,1,0,1,0,126,9,2,10
1,-1,3,1,0,0,0,0,0,0,6,0,2,10
2,-1,1,4,1,0,2,0,1,0,57,6,2,10
3,1,3,2,-1,1,2,5,1,1,54,13,2,10
4,1,7,1,-1,-1,6,1,1,1,71,111,1,10
1,1,5,4,1,1,2,4,1,1,66,67,1,10
3,-1,2,5,1,-1,4,3,1,1,61,12,2,10
0,-1,8,5,-1,-1,1,5,1,1,26,25,2,10
2,-1,8,6,0,1,0,3,0,1,18,118,1,10
5,1,7,2,1,-1,1,1,1,1,58,111,1,10
4,-1,5,6,0,1,0,2,0,1,3,110,1,10
1,1,3,5,-1,-1,2,1,1,1,60,64,1,10
2,1,5,1,1,-1,3,1,1,1,65,105,1,10
4,1,2,1,1,0,3,0,1,0,12,9,2,10
5,1,5,3,1,-1,2,3,1,1,4,112,1,10
6,1,6,9,0,-1,0,6,0,1,0,71,1,10
8,1,7,9,0,1,0,0,0,0,3,53,1,10
3,-1,4,9,-1,0,4,0,1,0,11,18,1,10
6,1,8,7,-1,1,6,2,1,1,68,57,2,10
6,-1,3,6,0,-1,0,6,0,1,9,12,1,10
8,-1,7,2,1,-1,1,2,1,1,55,72,1,10
1,1,3,1,0,1,0,8,0,1,6,16,1,10
1,-1,7,3,0,-1,0,3,0,1,18,12,2,10
8,-1,2,5,0,0,0,0,0,0,18,9,2,10
6,-1,3,5,1,0,4,0,1,0,67,3,2,10
2,-1,3,4,1,-1,4,4,1,1,111,14,2,10
6,1,5,4,0,-1,0,2,0,1,3,110,1,10
8,-1,6,3,1,0,2,0,1,0,60,15,2,10
6,-1,5,8,-1,0,4,0,1,0,61,6,2,10
2,1,6,1,0,1,0,4,0,1,12,11,2,10
7,-1,3,6,-1,-1,3,6,1,1,68,65,2,10
1,-1,8,4,0,0,0,0,0,0,21,9,2,10
5,1,6,2,0,-1,0,2,0,1,3,113,1,10
3,-1,5,1,1,-1,3,1,1,1,112,58,2,10
1,-1,1,3,-1,1,1,6,1,1,2,118,1,10
4,1,3,8,0,1,0,1,0,1,3,64,1,10
6,-1,5,2,-1,-1,5,2,1,1,63,66,1,10
7,-1,7,8,1,0,1,0,1,0,52,3,2,10
9,1,9,7,1,1,0,2,0,1,0,10,1,10
4,-1,2,5,1,-1,3,2,1,1,62,7,2,10
0,-1,3,6,0,-1,0,1,0,1,9,20,1,10
7,1,5,5,-1,0,1,0,1,0,108,6,2,10
2,-1,6,2,-1,0,6,0,1,0,24,0,2,10
2,-1,2,7,-1,0,2,0,1,0,4,15,1,10
9,1,7,7,1,-1,1,5,1,1,8,116,1,10
4,1,8,7,1,0,1,0,1,0,64,9,2,10
1,1,8,8,1,-1,1,4,1,1,73,79,1,10
5,1,3,9,0,1,0,0,0,0,6,62,1,10
4,-1,4,2,1,1,5,1,1,1,60,58,2,10
8,1,8,7,1,0,1,0,1,0,2,3,1,10
2,-1,4,7,1,1,4,2,1,1,114,119,1,10
4,-1,8,5,-1,-1,3,3,1,1,18,9,2,10
8,1,4,8,-1,0,2,0,1,0,116,0,2,10
0,1,6,1,0,0,0,0,0,0,18,3,2,10
1,-1,5,9,0,1,0,0,0,0,12,124,1,10
7,-1,4,1,0,0,0,0,0,0,9,18,1,10
4,-1,3,4,0,-1,0,4,0,1,3,8,1,10
6,1,3,9,1,1,5,0,1,0,19,59,1,10
7,-1,5,1,1,1,1,4,1,1,58,76,1,10
9,-1,3,1,0,-1,0,1,0,1,18,76,1,10
0,-1,2,6,-1,0,1,0,1,0,8,18,1,10
8,1,5,7,0,1,0,2,0,1,9,7,2,10
4,-1,6,3,0,0,0,0,0,0,6,3,2,10
9,-1,2,3,-1,0,1,0,1,0,73,18,2,10
2,-1,3,8,1,0,1,0,1,0,105,18,2,10
2,1,6,3,1,-1,1,3,1,1,64,59,2,10
5,-1,3,7,1,1,3,2,1,1,62,110,1,10
6,-1,6,5,0,1,0,1,0,1,0,55,1,10
7,1,7,6,-1,1,5,2,1,1,60,7,2,10
9,-1,8,4,1,0,1,0,1,0,55,15,2,10
8,-1,3,3,0,0,0,0,0,0,15,15,1,10
9,1,6,1,1,-1,1,1,1,1,11,126,1,10
7,-1,3,4,1,0,1,0,1,0,64,9,2,10
3,1,2,2,-1,1,2,4,1,1,107,11,2,10
4,1,7,8,-1,0,3,0,1,0,65,12,2,10
7,1,2,8,-1,1,2,1,1,1,119,55,2,10
5,-1,1,1,0,1,0,2,0,1,12,66,1,10
4,-1,1,3,0,0,0,0,0,0,9,3,2,10
1,1,9,8,0,-1,0,4,0,1,24,79,1,10
9,-1,7,8,-1,0,5,0,1,0,66,3,2,10
2,-1,1,2,-1,-1,1,2,1,1,55,4,2,10
8,-1,6,6,1,1,2,3,1,1,60,62,1,10
6,1,8,2,-1,1,6,7,1,1,68,26,2,10
5,1,7,8,1,-1,1,6,1,1,58,71,1,10
2,-1,7,7,1,1,1,2,1,1,117,119,1,10
3,-1,1,9,0,0,0,0,0,0,6,18,1,10
0,1,6,1,-1,1,5,7,1,1,78,67,2,10
6,-1,7,2,0,-1,0,1,0,1,3,64,1,10
3,-1,7,2,-1,0,3,0,1,0,18,3,2,10
0,1,4,1,-1,1,2,1,1,1,66,55,2,10
7,1,7,1,0,-1,0,1,0,1,0,120,1,10
1,1,3,2,0,0,0,0,0,0,6,3,2,10
5,1,5,8,1,1,2,1,1,1,4,61,1,10
3,-1,3,5,0,0,0,0,0,0,0,6,1,10
4,-1,3,9,-1,1,2,0,1,0,57,115,1,10
7,1,2,4,-1,-1,1,2,1,1,117,113,2,10
4,-1,3,3,-1,0,1,0,1,0,55,3,2,10
0,1,2,2,-1,-1,1,2,1,1,58,60,1,10
2,-1,3,8,0,1,0,1,0,1,3,120,1,10
7,1,5,4,0,-1,0,1,0,1,6,111,1,10
6,1,6,8,1,1,1,1,1,1,2,58,1,10
2,1,5,8,1,1,3,1,1,1,65,70,1,10
6,-1,6,5,-1,-1,2,4,1,1,4,61,1,10
8,-1,3,4,1,1,2,4,1,1,69,70,1,10
3,1,2,3,0,0,0,0,0,0,3,0,2,10
6,1,5,2,0,-1,0,2,0,1,3,116,1,10
2,-1,8,8,-1,-1,5,3,1,1,28,24,2,10
0,1,8,5,1,-1,1,5,1,1,76,75,2,10
1,-1,5,4,0,1,0,4,0,1,12,117,1,10
0,-1,9,7,1,0,0,0,0,0,127,21,2,10
7,-1,7,1,1,1,2,3,1,1,54,74,1,10
0,-1,3,4,0,0,0,0,0,0,9,12,1,10
6,1,3,2,1,0,6,0,1,0,21,12,2,10
2,-1,4,4,0,1,0,3,0,1,6,112,1,10
5,-1,2,2,-1,0,1,0,1,0,61,9,2,10
1,-1,8,4,1,0,1,0,1,0,123,9,2,10
1,-1,5,9,1,0,2,0,1,0,116,24,2,10
3,1,9,6,0,1,0,2,0,1,18,63,1,10
7,-1,3,9,1,0,5,0,1,0,72,6,2,10
3,1,2,8,1,0,2,0,1,0,7,15,1,10
9,-1,2,4,-1,-1,1,2,1,1,73,69,2,10
1,1,3,1,-1,1,3,7,1,1,62,14,2,10
1,-1,4,8,1,0,1,0,1,0,111,21,2,10
8,1,9,1,-1,1,3,6,1,1,59,33,2,10
6,-1,9,8,1,1,0,1,0,1,109,108,2,10
2,-1,9,2,1,-1,0,1,0,1,121,2,2,10
3,-1,3,1,0,1,0,1,0,1,0,58,1,10
6,1,4,7,-1,-1,2,7,1,1,110,67,2,10
2,1,4,5,1,-1,3,2,1,1,62,63,1,10
0,1,5,7,0,0,0,0,0,0,15,21,1,10
8,1,8,4,0,-1,0,1,0,1,0,114,1,10
9,-1,5,9,-1,1,3,0,1,0,68,50,2,10
3,1,3,7,1,-1,4,5,1,1,8,72,1,10
8,1,9,2,1,-1,0,1,0,1,53,120,1,10
6,-1,5,2,-1,0,4,0,1,0,61,12,2,10
0,1,4,7,0,-1,0,3,0,1,12,77,1,10
5,1,3,6,0,1,0,1,0,1,6,55,1,10
7,1,5,1,-1,0,1,0,1,0,108,18,2,10
1,-1,1,7,-1,-1,1,6,1,1,2,30,1,10
7,-1,9,5,1,-1,0,5,0,1,106,66,2,10
3,-1,4,9,1,0,4,0,1,0,111,18,2,10
7,-1,6,7,1,0,2,0,1,0,57,0,2,10
1,-1,6,8,-1,-1,3,1,1,1,21,23,1,10
1,1,5,7,0,0,0,0,0,0,12,18,1,10
2,-1,3,9,0,1,0,0,0,0,3,121,1,10
2,-1,1,3,-1,-1,1,3,1,1,55,9,2,10
2,1,7,5,0,-1,0,2,0,1,15,63,1,10
0,-1,4,1,0,-1,0,1,0,1,12,5,2,10
6,-1,9,6,-1,-1,2,4,1,1,13,8,2,10
7,-1,1,8,1,1,3,1,1,1,74,105,1,10
3,-1,6,7,0,0,0,0,0,0,9,12,1,10
1,1,8,6,-1,1,5,3,1,1,81,71,2,10
8,-1,5,6,1,0,1,0,1,0,61,6,2,10
0,-1,5,2,0,-1,0,2,0,1,15,10,2,10
4,-1,6,1,1,-1,3,1,1,1,112,61,2,10
9,1,5,2,1,1,3,1,1,1,18,23,1,10
7,-1,8,9,-1,1,6,0,1,0,15,106,1,10
0,1,8,8,-1,1,5,1,1,1,84,76,2,10
3,1,4,1,0,0,0,0,0,0,3,6,1,10
8,-1,6,2,1,1,1,5,1,1,58,78,1,10
4,-1,1,1,1,-1,4,1,1,1,67,61,2,10
6,-1,4,5,-1,0,3,0,1,0,62,3,2,10
6,-1,5,9,1,-1,2,6,1,1,57,21,2,10
7,1,1,8,1,0,1,0,1,0,20,3,2,10
0,1,5,3,1,-1,2,3,1,1,69,65,2,10
4,-1,5,4,-1,1,5,3,1,1,13,56,1,10
4,1,3,9,0,0,0,0,0,0,3,15,1,10
5,1,3,9,-1,-1,1,5,1,1,108,72,2,10
8,1,9,5,1,-1,0,4,0,1,53,117,1,10
2,1,8,7,1,0,1,0,1,0,70,15,2,10
2,1,3,6,0,1,0,2,0,1,3,66,1,10
9,1,2,3,0,-1,0,3,0,1,21,124,1,10
2,-1,6,3,-1,-1,1,2,1,1,14,7,2,10
7,1,8,7,0,0,0,0,0,0,3,0,2,10
9,1,6,4,1,-1,1,4,1,1,11,123,1,10
7,1,2,7,-1,-1,1,6,1,1,117,62,2,10
5,1,8,4,1,-1,1,1,1,1,61,105,1,10
6,1,9,8,-1,0,7,0,1,0,73,6,2,10
2,-1,1,7,-1,1,1,2,1,1,55,119,1,10
1,-1,2,2,1,-1,7,1,1,1,117,5,2,10
3,1,3,1,0,1,0,6,0,1,0,18,1,10
9,-1,9,6,-1,1,5,3,1,1,10,65,1,10
5,1,5,6,1,1,4,1,1,1,8,55,1,10
0,1,8,1,0,-1,0,1,0,1,24,55,1,10
3,1,1,1,0,-1,0,1,0,1,6,108,1,10
1,1,1,6,0,-1,0,3,0,1,0,71,1,10
5,-1,2,4,1,0,2,0,1,0,63,3,2,10
9,-1,2,9,1,0,6,0,1,0,83,0,2,10
1,1,2,2,-1,1,2,6,1,1,57,65,1,10
3,-1,1,6,-1,-1,1,6,1,1,58,21,2,10
6,-1,8,4,1,-1,1,4,1,1,108,64,2,10
7,1,5,6,0,1,0,2,0,1,6,7,1,10
3,1,5,7,-1,1,2,2,1,1,60,66,1,10
1,-1,4,3,0,0,0,0,0,0,9,6,2,10
4,1,8,2,-1,0,3,0,1,0,68,6,2,10
1,-1,1,8,1,0,4,0,1,0,58,21,2,10
7,-1,7,6,0,1,0,1,0,1,0,55,1,10
3,1,2,7,-1,-1,1,2,1,1,105,66,2,10
3,1,6,1,0,0,0,0,0,0,9,6,2,10
8,1,8,8,0,1,0,1,0,1,0,2,1,10
1,-1,7,2,1,0,1,0,1,0,120,3,2,10
3,1,8,7,1,-1,1,2,1,1,67,66,2,10
4,-1,6,7,1,-1,1,4,1,1,108,17,2,10
7,-1,5,8,-1,-1,1,3,1,1,58,9,2,10
8,-1,8,8,-1,-1,3,6,1,1,6,12,1,10
6,1,1,6,0,0,0,0,0,0,15,0,2,10
2,-1,1,9,-1,0,1,0,1,0,55,21,2,10
8,1,2,9,-1,1,2,0,1,0,122,53,2,10
4,-1,8,3,-1,1,2,4,1,1,16,61,1,10
1,1,7,4,1,1,2,4,1,1,72,67,2,10
2,-1,7,3,1,-1,2,3,1,1,119,9,2,10
8,-1,8,9,-1,0,3,0,1,0,6,3,2,10
7,-1,8,6,0,-1,0,6,0,1,3,65,1,10
6,1,6,4,0,0,0,0,0,0,0,6,1,10
2,1,6,8,0,-1,0,2,0,1,12,72,1,10
9,1,8,5,0,1,0,4,0,1,3,20,1,10
9,1,7,3,-1,1,6,5,1,1,118,28,2,10
9,-1,9,5,1,-1,0,2,0,1,50,66,1,10
7,1,2,1,0,1,0,5,0,1,15,28,1,10
7,1,9,8,1,0,0,0,0,0,56,3,2,10
2,1,5,8,1,1,1,1,1,1,61,70,1,10
0,-1,6,3,1,-1,3,2,1,1,124,13,2,10
9,-1,5,9,-1,1,5,0,1,0,72,50,2,10
9,1,8,7,0,1,0,2,0,1,3,10,1,10
7,1,9,4,-1,1,3,3,1,1,62,15,2,10
0,-1,7,2,0,0,0,0,0,0,21,6,2,10
7,1,6,4,1,0,3,0,1,0,9,9,1,10
0,-1,8,2,0,1,0,6,0,1,24,118,1,10
3,-1,4,8,1,0,5,0,1,0,113,15,2,10
0,-1,7,2,1,1,1,3,1,1,123,112,2,10
7,-1,7,6,-1,0,5,0,1,0,10,3,2,10
3,1,6,1,1,0,3,0,1,0,65,6,2,10
4,1,4,2,1,1,5,7,1,1,10,20,1,10
7,1,5,3,-1,-1,1,3,1,1,108,118,1,10
7,1,6,9,0,1,0,0,0,0,3,56,1,10
6,-1,3,5,1,-1,4,1,1,1,67,55,2,10
1,1,5,3,0,1,0,1,0,1,12,58,1,10
9,1,1,8,0,-1,0,4,0,1,24,111,1,10
6,1,8,8,1,1,1,1,1,1,58,58,1,10
4,1,3,2,-1,-1,3,2,1,1,109,110,1,10
